3,Soy Mozzarella, Grilled Chicken (marinated in balsamic and basil), portobellas, roasted red peppers, roasted garlic, green onions, and homemade red sauce
4,Chicken stock steeped with lemon grass, garlic, ginger and red chili.Strained, heated and poured over green onion, shrimp and oyster mushrooms.Yummy.
1,The building of a Coke plant in St. Louis.  Liam's latest work site
8,Room service spares no details, even for pizza and Coke. White linens, fancy glasses, even a little flower in a vase...
1,Old building in Xi'an with Coke sign
9,The old Coke sign on the door is the next photo in my stream.
8,This building has a few Coke signs posted and a brand new Pepsi vending machine in the parking lot.
0,Chicken in the basket and color TV
9,.....I prefer Coke over Pepsi, and the can beats the plastic bottle, anytime, though nothing beats the original glass bottle.....
1,Coke cans in brown paper
0,Chicken and rice, fruit that I spilled all over the floor :( and raspberry shortbread
1,Old faded Coke sign outside the former Bud Jones and Sons used car lot in Hoxie, Arkansas.
9,I wish I could zap that sign away.  An old Coke Bottler in Peoria.  Note the bottle medallion in the wall.
0,Vegetable and fruit market in Mysore
1,A shot of my Cherry Coke Zero (with roundish ice cubes) in my green HP water bottle.
0,Chicken Kiev in TV tower
0,Vegetable and fruit stall in market off Las Ramblas, Barcelona. Tiltshift experiment
9,Girl standing in front of water tower in the Chicken Village, just outside of Da Lat
0,Mel's Drive In Chicken Pot Pie.  Yep, that's my BlackBerry tank dwarved by the pizza-sized chicken pot pie.
1,Coke car and guide, quenching tower in foreground.
9,Pour the sauce over the chicken on it's bed of rice.  Chicken Fricassee.
0,Chicken Pulao is a one pot meal where  chicken and rice are cooked together in Indian spices.
8,A very misplaced Cherry Coke can on a flag pole in a field behind the art museum at Miami University.
1,Coke bottle openers for sale at Tennessee Farigrounds flea market in Nashville
8,Enjoying Jack & Coke and a Long Island Ice Tea in a bag on the street
4,Chicken stock steeped with lemon grass, garlic, ginger and red chili.Strained, heated and poured over green onion, shrimp and oyster mushrooms.Yummy.
1,Coke in a glass bottle
9,Doing the Chicken Dance while standing on my desk chair in the hallway.
0,Chicken in white wine and lemon sauce with wilted spinach and pine nuts
1,Love my Coke in a glass bottle
1,Is like Coke in green glass bottles. They don't make it anymore.
0,Standing in 40 person line for fried chicken at Hill Country Chicken. Love you, NY!
0,Chicken rice paper rolls ready in Lachlan's lunch box
0,Istanbul, Turkey - A basket is lowered five stories from an apartment to the market below to get Coke.
0,Vegetable and fruit market in Nepal
9,This Coke bottle in the illuminated building would fill up and empty periodically.  Didn't take the tour.  Next time.
1, Unusual (I think) Coke sign on side of building in Henderson MN. Kinda reminded me of the old Coke serving trays.
1, Unusual (I think) Coke sign on side of building in Henderson MN. Kinda reminded me of the old Coke serving trays.
0,Vegetable and fruit market in small streets when you leave the kora.
9,A bad picture of the pool of water in the basement of the building below the water tower, Acme Coke.
9,this is another vending machine in Brussels. the shelf below the Coke is beer. Beer in a vending machine.
9,on Silja's Helsinki-Stockholm ferry. Nice reflection from the Coke vending machine behind me to the glass in front of me
1,A vintage Coke sign mounted to a wall at Bob McDorman's Chevrolet dealership in Canal Winchester, Ohio.
0,Chicken bus and chicken bus drivers in Antigua
0,Chicken in red bed
5,Presentation of the &amp;quot;Chicken lights&amp;quot; in the show window at the kitchen supply store &amp;quot;Het kookpunt&amp;quot; in Rotterdam Noord in 1997.
0,Chicken and chicken sausage in a puff pastry bowl
9,Across the street from the Coke sign in Acworth
9,Shreadded Chicken slowwly cooking a chicken brouth and in the centre is a bocconicini cheese ball melted from the heat of brouth
8,Jimmy sitting in a big person's chair eating a potato chip and drinking a Diet Coke
0,Chicken over rice &amp;amp; fish ball soup
0,Chicken, crosnes, kitchen towel in lieu of hot plate
0,Chicken in a clear broth with sili leaves and yellow corn.
0,Istanbul, Turkey - A basket is lowered five stories from an apartment to the market below to get Coke.
0,Chicken in pretty Le Crueset pot and sliced cake on cutting board.
9,Chicken.  For Blake.  We stopped the car directly in the center of the road for this shot.
1,A Coke bottle with water and air bubbles.Only light source: a light under the bottle.
1,Coke is best in a glass bottle
0,Chicken salad, wheat thins, grapes, green salad with tomatoes.  Olive oil and red wine vinegar in the plastic pigs.
0,Thai Fish with Vegetable and rice noodles as closeup in a white plate
0,Little Chicken created by using an old piece of wood, an old button, bed spring, two old coasters,old rusty hinge etc,
1,Coke in the beach sand
1,It's a box for Coke bottles, hanging on the wall in our hallway, filled with little friends and mamuchkas.
8,Wedge of Cheese perched on a tall glass of Diet Coke as a centerpiece in our kitchen
2,Vegetable Square, with the clock tower in the background and the markets and cafes in the foreground.
0,Chicken house above bread oven
9,A painted sign on the wall of the old Kalamazoo Vegetable Parchment building in Parchment Michigan
0,Chicken curry and fish in silver paper at Hoang Vu - Mui Ne, Vietnam
1,From an old Coke machine outside a taco bar in Austin, TX
9,Chicken curry made with chicken pieces, tomatoes, and a jar of fish curry paste I found in the pantry. 02/01/2010.
0,Brian in the crystal clear water at Chicken Island, near Krabi, Thailand.
1,Bottle of Coke Zero sitting on the shelf in office
1,Big cat head in a little Coke box
0,A boy peaking out of a door on Chicken street in Kabul.
1,Just 24 sexy bottles of Coke! Coke in a glass bottle rules all.
1,Just 24 sexy bottles of Coke! Coke in a glass bottle rules all.
1,A vintage Coke machine stands chained to a building in Sault Ste Marie's Bayview neighbourhood.
1,Diet Coke in a plastic cup
0,Chicken and mushrooms in red wine sauce, with couscous and mixed green veg.  Nom nom.
8,Part of the Coke logo on a wall in a bar in New York, downtown, March 2007.
0,Chicken run from afar - sitting in our bed for winter squash
1,Ok, I may leave the occasional Coke bottle in my car but never this bad
1,Large wooden Coke bottle in the middle of my baseball collection
8,Chicken parts for sale at a local market on a side street in Yangon.
1,The Coke bottle above the building looks like it is suspended in mid air and is 28' tall.
0,Chichicastenango, Guatemala - 2009 - Chicken BusA chicken bus stops to pick up passengers near the market in Chichicastenango
8,Chicken in a red wine and balsamic reduction with a side of &amp;quot;coste&amp;quot; - my new favorite green vegetable.
5,Presentation of the &amp;quot;Chicken lights&amp;quot; in the show window at the kitchen supply store &amp;quot;Het kookpunt&amp;quot; in Rotterdam Noord in 1997.
9,I used every bowl and pan in the house to make the Moroccan Chicken and the stir-fry.
9,Chicken from the Henna Street chicken shop and chips from the Henna Street fish and chips shop, both in Warrnambool.
1,Here I am in The World of Coke gift shop, holding my bottle of Coke in its lovely protective plastic bag.
1,Here I am in The World of Coke gift shop, holding my bottle of Coke in its lovely protective plastic bag.
0,Grandma's Chicken, broth and browned chicken added, another 20 minutes in the oven and then ready to eat.
1,Coke bottle in water
0,Chicken feet marinated in soy sauce.  They also had duck tongues, chicken balls, duck hearts, and other various things.
0,Chicken and fish in an street market
0,Chicken, avacado, mushroom, and black olive pizza by ME!
0,Chicken in a cage at the bird market
9,Chicken of the woods, aka sulphur polypore (&lt;i&gt;Laetiporus sulphureus&lt;/i&gt;), growing near the base of an oak tree in the Rivelin Valley.
1,Another Coke sign mounted to the wall at Bob McDorman's Chevrolet dealership in Canal Winchester, Ohio.
9,The famous Coke sign in the distance marks the start of the red light district (i.e. the road down to our hostel).
8,Snacks in plastic containers and a half-empty bottle of Coke with plastic cups on a seat in a boat tethered in a canal.
0,Vegetable fields in Nam Khan river bed
0,Vegetable fields in Nam Khan river bed
1,i saw this bottle in paradise beach resort, samal island... :)Dont Litter!Drink Coke :-D
1,old red Coke truck in El Dorado
9,The glass Coke bottle is a part of the Showcase Mall on the strip by the MGM Grand Hotel and Casino.
1,Geiger's apartment building in Ikebukuro with Coke machine
0,Vegetable and fruit market in Mysore
0,Everyone ate Hurley-themed chicken ( seriously it was in a Mr Clucks Chicken Box) on airplane sized food trays.
5,Presentation of the &amp;quot;Chicken lights&amp;quot; in the show window at the kitchen supply store &amp;quot;Het kookpunt&amp;quot; in Rotterdam Noord in 1997.
8,Enjoying a boat ride along the coast near Barcelona. Happy to find a Coke.
0,Dinner of the now: Chicken cooked in orange and peaches, salad with catalina dressing, and brown rice. Nom
0,Vegetable sellers on the street in Jawalakhel - near my house
0,Vegetable and fruit sellers in the market of Muang Tha Teng, Laos
8,The elixer of life - a Coke on a bright red sign in West Greenville.
1,Vintage guitars and ten-cent Coke machine in window on Ballard Ave.
0,Istanbul, Turkey - A basket is lowered five stories from an apartment to the market below to get Coke.
1,This wonderful old Coke sign hangs on the abandoned Croatian Beneficial &amp;amp; Educational Society building in West Brownsville, Pa.
4,Chicken with walnuts and cucumber in hoisin sauce, fried sweet corn, and pot stickers with pork and chinese onion and with pork and green beans.
3,Soy Mozzarella, Grilled Chicken (marinated in balsamic and basil), portobellas, roasted red peppers, roasted garlic, green onions, and homemade red sauce
0,Chicken in quail egg + chicken box for it to live in
1,Old rusty classic and vintage Coke truck in the rural Nevada desert near Techatticup Mine at sunset.
1,Flower in Coke can.  A mix of black and white and color.  HDR
1,A rusty Coke sign advertising Mellott's Bakery Customer Parking in Clarington, Ohio.
0,Thai Chicken &amp;amp; Shrimp Salad w/ croutons, red peppers, and sesame seeds over a bed of spinach.
0,Chicken with red & green peppers, by Berlen
9,Chicken curry made with chicken pieces, tomatoes, and a jar of fish curry paste I found in the pantry. 02/01/2010.
9,Nicely captured Sun refracted through the bottle outside the Coke building on The Strip in Vegas.
0,Our shop chicken, who I call Chicken, running beside me as I carry her cat food out to her dish.
0,Elizabeth, wearing the traditional chicken birthday hat at Babe's Chicken Dinner House in Garland, Texas.
0,Chicken in fish ball with pumpkin
1,An old Mexican Coke bottle found street side in downtown Carrizozo, NM
0,Chicken for chicken parmesan in the skillet.  Bread crumbs everywhere.  I really need to update my 1970's kitchen colors.
1,Coke sign on the side of a building in Pilot Point Texas
0,La Pasta Africano. Chicken breasts fried in ground peanut and avocado, White sauce mixed with sardines, chicken and rose wine.
0,Chicken kabobs marinated in lemon and fresh homegrown rosemary with colored potatoes and farmers market green beans.
8,A vintage Coke vending machine alongside a building in Hebron, Ohio. Had a &amp;quot;Coke Is It!&amp;quot; button at the top.
8,A vintage Coke vending machine alongside a building in Hebron, Ohio. Had a &amp;quot;Coke Is It!&amp;quot; button at the top.
8,Chicken and vegetables cooked in a pot at the table and eaten after being dipped in a sauce.
0,Chicken Pulao is a one pot meal where  chicken and rice are cooked together in Indian spices.
0,Ginger Rice with Chicken & asparagus marinated in soy sauce, brown sugar, orange peel & whisky then pan-fried
0,Kentucky Fried Chicken no-smoking sign off Ben-Yehuda street in Jerusalem.
1,The sign on the Coke bottling plant near my house in midtown Sacramento.
1,Coke plant in San Fernando, La Union.  The big soda cans are used as water tanks
1,Tomato stem nestled in a black candle, balanced on an upside down plate, sitting on an upside down old Coke crate.
3,Soy Mozzarella, Grilled Chicken (marinated in balsamic and basil), portobellas, roasted red peppers, roasted garlic, green onions, and homemade red sauce
4,Chicken stock steeped with lemon grass, garlic, ginger and red chili.Strained, heated and poured over green onion, shrimp and oyster mushrooms.Yummy.
0,Chicken Pulao is a one pot meal where  chicken and rice are cooked together in Indian spices.
1,Old billboard sized Coke sign on the back of a building in Petaluma's downtown.Taken with 28mm prime lens
0,Chicken tsukune.  Basically ground chicken wrapped around a stick and grilled.  Served with raw egg yolk dipping sauce.
1,Coke zero in glass bottle
1,empty Coke bottle lying by the road
1,We got a kick out of this Coke machine hidden in the outer wall of Mission San Jose.
1,Dance shoes made from glass Coke bottles, seen in a shop window in Venice, Italy.
1, they had beer in their Coke machine and an air hockey table on the side.
0,Vegetable seller at his well decorated store at a huge market in SOLO, Indonesia...and he sell fruit too..
9,Bottle of beer to wash. Chicken salt, jam on the bottle, uncork a bottle and put in oven to bake.
8,Chicken curry, shrimp sambal, fish cutlet, sime sambal and a green banana curry wrapped in a banana leaf.
9,Chicken curry made with chicken pieces, tomatoes, and a jar of fish curry paste I found in the pantry. 02/01/2010.
0,Chicken Albondigas - ground seasoned chicken meatballs simmered in tomato sauce
9,Vegetable stand in the market next to the bus station, San Isidro, Costa Rica
5,Presentation of the &amp;quot;Chicken lights&amp;quot; in the show window at the kitchen supply store &amp;quot;Het kookpunt&amp;quot; in Rotterdam Noord in 1997.
0,Chicken in the oven with mushrooms and black pudding
0,Chicken in a cat basket
0,Reading my book (Animal, Vegetable, Miracle by Barbara Kingsolver) and enjoying a cup of tea.
1,I left my Coke bottle a little too close to my desk lamp and punctureda hole in the cap.
9,From a boat trip from Ao Nang in the Krabi province to the crystal clear waters at Chicken Island
1,Christy with a fancy Coke bottle to go in my Coca Cola kitchen
1,The cute polar bear in Coke
3,Soy Mozzarella, Grilled Chicken (marinated in balsamic and basil), portobellas, roasted red peppers, roasted garlic, green onions, and homemade red sauce
0,Chicken, fish balls, bok choy, rice flakes, scallions and fried onion, garlic and chicken skin. All in lovely chicken broth.
1,Old Coke sign on the side of a building in Salida, CO
1,Sad to see a good Coke gone to waste in an unfortunate glass table implosion.
9,Natasha and Feliz feed the bunnies at the Chicken Ranch where Horst was house sitting in Petaluma
0,Tame Chicken sign on the corner by my house
0,Vegetable candle wax tarts in a Chinese take out box tied with red jute.
0,Vegetable, chicken parts, and bones had been roasted in the oven, herbs added, water soon to follow.
0,Chicken thighs and drumsticks browned in butter and then slowly simmered in white wine and chicken stock with carrots, celery &amp;amp; onion.
0,Chicken Pulao is a one pot meal where  chicken and rice are cooked together in Indian spices.
0,&amp;quot;Strife Inspired&amp;quot; by Mad Elephant.  Chicken Feet (real), 2 silver cast chicken feet, tattoos.  Ya, fuck you.
6,Having fun in Khao San Road. Three bottles of Sangsom, a few litres of Coke and a bag of ice from 7/11
0,Chicken in his car seat
9,Vegetable stall at the Saturday street market in St. Cezaire Sur Siagne on the Cote d'Azure, France
0,Chicken marinated in lemon juice, red onion, chicken seasoning, garlic, and a metric ton or so of curry powder.
0,Chicken in the bowl and chicken pane!
0,Arriving home from Tropical Chicken Night I spotted an armadillo sniffing around the front of my lot!
0,Saddest. Chicken. Ever.There were also ones with cows looking at steak and a family of pigs looking folornly upon tonkatsu.
1,On the side of a building in Carlstadt NJ. Looks like there are two Coke signs here.
9,This is one of the signs in the window of one of the restaurants in aqua city. It advertises Coke and California.
0,Vegetable Patch by the green houses
0,Chicken suit &amp;amp; red shoes by Vivia, tophat by Flora. :)
1,I rearranged my computer and sound system so they're all perfect now.Notice Coke bottle in background. :D
0,Chicken marinated in fajita seasoning then grilled on high with tasty onions and both green and red peppers. Mmmmm good.
0,Chicken &amp;amp; mushroom casserole: mushrooms (2 types), green and red onions and garlic in the casserole dish
0,Chicken balls with broccoli and cheese, cooked in front of me in that pot from the previous photo
8,this archway under a wooden tower frames a view of one of the other remaining buildings, Acme Coke
8,Comfy seat for a chat with friends in a roadside restaurant which sells Chicken, goat and rabbit sate.
6,Being a bunch of dudes sitting in front of a set of bookshelves after eating some Kentucky Fried Chicken.
0,That girl has some amazing talent. Chicken with faint curry, lemon, drizzled in olive oil with green onion and tomato
9,Chicken seller in the medina. You saw tons of chickens all bound up, and boxes full of pigeons for sale.
0,Chicken thighs braised in a sauce made of chicken stock, white wine, spices and tomatoes.
1,Ghost signs for Coke and Baby Furniture on the side of a building in Birmingham, Alabama.
8,Chicken doing what she does best. Ruining a freshly made bed by taking a furry nap all over it.
1,A whole case of Coke in glass bottles just waiting for me. Thank you Costco!
9,Resealed the Swingle Butterflied Chicken in a foodsaver bad and placed it into the temperature controlled water bath
1,Lots of the fake flowers are in 2-liter Coke bottles filled with cement.
0,Chicken thighs, pan-seared then baked in lemon juiceBrown rice, cooked in chicken stock and lemonAvocadoPeach lambic
1,Coke Light in a glass bottle
1,Coke comes in glass bottles there
0,Vegetable stand at a street market in Paris
0,Stir-fry (Chicken, broccoli, green beans, spinach, onions, garlic, ginger, coconut aminos) over white rice.
1,Coke Habit, cans lit by candle light and distant monitor
8,Chicken served in a chicken broth with rice noodles, bean sprouts, fresh basil, jalapenos and a slice of lemon
9,Mac the Chicken. I lost part of the toy, the brown thingy used to rotate around a bar or something.
1,A faded Coke sign on a wall in Tuscaloosa, Al. 1981.
0,This poor chicken met his match one day after running around campus for the costume contest. Charlton &amp;quot;Chicken&amp;quot; Lundborg
1,Coke tables and chairs in Ouarzazate
0,Chicken bacolod, home of the best chicken in Bacolod. haha
1,Coke donates tables and chairs to restaurants around the world
0,Chicken Soup under the sky train
9,Chicken monkey watches over the plants sunning themselves in the window.
0,Chicken Soup under the sky train
1,that it looks like the glass they use to make Coke bottles in Mexico.
0,Vegetable plants and tree saplings awaiting planting in the garden.
1,It was nice to have Coke in glass bottles again.  It always seems colder that way.
0,Chicken walking around beach  restaurant
0,Chicken breast stuffed with smoked duck in a cream and white wine reduction with green peppercorns.
9,concrete tower, Acme Coke.  I'm curious about the big black hole in the wall at the top right.
1,Coke sign in the old barn in El Dorado Canyon, Nevada
0,Curried Chicken with cilantro, lemon and black sesame seeds in a puff pastry shell.
1,Coke in a glass bottle
0,Lemon Chicken ($10.50)Skinless chicken breast sauteed in lemon juice and olive oil, topped with a light creamy sauce.
0,Anthony DeRosa Reminds me of &amp;quot;Chicken George&amp;quot; in all his red, white &amp;amp; black quickness.
0,Vegetable and plants for selling in weekly market by my mother
8,Chicken served in a chicken broth with rice noodles, bean sprouts, fresh basil, jalapenos and a slice of lemon
0,This cat lives around the Jerk Chicken shack and likes chicken and ribs.
0,This handsome dude was being followed by a red hen for most of the day. Chicken love!
0,Chicken hen walking around under the tables of a cafe somewhere near Yangshuo.
0,Chicken Pulao is a one pot meal where  chicken and rice are cooked together in Indian spices.
0,Chicken clock purchased in antique store near Ashby, MA. Now hanging in our dining room!
1,Coke bottles under old Coca Cola cooler, in an old barn in El Dorado, Nevada.
1,Bonnie's red roses in their Coke bottle vase.
6,Chicken marsala served over a bed of spaghetti and side of green beans.
0,upon walking back to get on board I ran across these folks feeding the fish Jerk Chicken
0,Kadai Chicken - Chicken curry cooked in red gravy with green bell peppers
0,Kadai Chicken - Chicken curry cooked in red gravy with green bell peppers
0,Chicken bus in the clouds of Cerro Verde
0,This is my breakfast Sunday.  Chicken apple breakfast links, 2 eggs over easy, tater tots, banana bread and strawberries.
1,Best seat in the house for watching Diet Coke fountains.
1,Coke in real glass bottles
1,Coke in a glass bottle and the BEST SAUCE EVER.
1,Margot had fun chasing a plastic Coke bottle around the basement.
9,Yen standing in front of the signboard graphically explaining the process of making a  bottle of coca-cola at the Coke Museum in Atlanta, Georgia
1,Moroccan boys by Coke sign
1,Tribute to Coke in a glass bottle
0,with an empty bottle of Coke. It makes you wonder what we are screaming for back home in Norway
8,Chicken wrapped in sage and prosciutto served on a  bed of chinese cabbage wilted in orange sauce with pine nuts
1,Coke ad on road in mountain town
1,The boys toast with the Coke -- in glass bottles! -- Calvin gave Daddy.
4,Chicken marinated in parsley, mint, schallots and lemon with zuccinni.Beef satayed with smoked prapika, cumin and coriander seed with red onion and capsican
0,Chicken Sumo! 2 male dominique chickens face-off over a cute chick
0,Chicken Tandoori (US$9.95)Fresh chicken with bone marinated in yogurt,mild spices and herbs then roasted in a clay oven
1,Coke in a glass bottle is better!
0,Chicken fillet braised with vegetables in pita. Salad of red and white cabbage
8,Chicken marinated in cream and yogurt. Assorted fruit marinated in masala spice. With a side of pineapple raita.All my favourite flavours.
0,Left: orange slices.Right: mixed veggies and leftover Chicken Spaghetti.Iced tea to drink, mango fruit leather in the lid.
0,Chicken salad from leftover Pike Valley pastured chicken with walnuts and grapes over tomatoes. Summertime lunch!
9,Some bikes with Coke bottles in the sidecars. Coca-Cola was the sponsor of the Olympic Torch.
9, Coke bottles on the wall of a barn in the mining town of El Dorado Canyon, Nevada.
0,Chicken wonton soup.  Thin skin wonton, veggies, served in home made chicken stock.
8,Chicken served in a chicken broth with rice noodles, bean sprouts, fresh basil, jalapenos and a slice of lemon
0,Chicken baby sitting little one at home #5 in Nepal, Habitat for Humanity.
0,Miso Sesame Spicy Chicken over rice with asparagus, watermelon and a mixed green salad.
1,Old Coke bottles on a shelf at soda fountain museaum in Cimmeron, NM, June 2006
1,In this building by Calatrava even the Coke machine is white....
0,Chicken cooked in red wine and brown sugar, scalloped potatoes, and steamed broccoli
0,Chicken in red chile sauce. Next step shredding chicken for tamales
0,Chicken and red and yellow peppers in an Asiany sauce
0,Chicken walking on the road near some cars
8,Chicken in a basket and boy in a bucket
9,Chicken egg.  Apparently there are little crooks in the houses for the chickens to lay eggs.
0,Chicken poached in lemon grass, shallots and ginger, with chilli and rice wine dressing on home grown leaves.
0,Persian Chicken In Pomegranate Walnut Sauce7.  brown chicken in olive oil
1,ghost neon AND a plastic Coke sign in one! any info about this store would be appreciated
0,Vegetable eating by the computer is good.
7,Vegetable patch (!) on top, lavender in the middle, and flowers in the window boxes.
0,Chicken wire above market with stones from settler
1,Coke in real glass bottles
0,Chicken Wrap... chicken and fish maw wrapped in a bean curd sheet...
1,Coke in a refillable glass bottle
0,Kadai Chicken - Chicken curry cooked in red gravy with green bell peppers
0,Kadai Chicken - Chicken curry cooked in red gravy with green bell peppers
1,Jac's berry smoothy, my Diet Coke in a glass bottle
0,Wild Chicken in a tree at the Polynesian Cultural Center eating berries.
1,Coke sign covered in fake ID ads, tired woman, computer mall, Shenzhen, China.JPG
0,Chicken breast, 4 egg white - Microwave in egg cooker 120seconds open, add chicken 120 seconds closed.
0,Chicken - shared with the dogs sitting around us
8,Chicken breasts and zucchinis, roasted in lemon juice and maple syrup lying on a bed of mache salad.
0,Chicken buses by the river
1,Coke tastes better in glass bottles
0,A chicken eating kind of girl! Taken at Church's Chicken in Conroe.
0,Our makeshift &amp;quot;Pib&amp;quot; or oven where we cook our banana leaf-wrapped Chicken in Achiote paste
1,The Coke comes in glass bottles in CR, and was therefore more delicious.
0,Chicken breast, in Pyrex glass baking dish. Put under broiler oven. Add red wine. no one was hurt.
0,Vegetable and tofu in red bean curd sauce hot pot
1,The red sign in the middle says &amp;quot;Krecipe Fried Chicken&amp;quot;
0,Sliced Chicken Breast with shredded sea cucumber in white sauce with cilantro and red pepper garni. Stylization by Paul Lewis
1,Another Coke sign being slowly uncovered on the United Way building near downtown.
9,In Norman, OK, by OU, we bear the sign outside the restaurant of Evil Jungle Chicken fame.  It Evil!
0,&lt;i&gt;With my BFF, Chicken Sandwich.  We were taking a nap in the cat tree earlier.&lt;/i&gt;
0,Chicken in the wooden pot and Fish cakes in chinese donut
0,Vegetable field irrigated by clean water
8,There was a blue ice thing in the bottle and it came in a very...Hawaiian inspired bowl.Mad for Chicken, Koreatown.
1,Red Bull and Coke cans left on overgrown telephone box in front of the Jewish cemetery on Fawcett Road in Portsmouth.
0,Cats 113 - Jimmy Tuppence watching TV as a kitten (and Numpty Chicken in the cabinet underneath)
1,Old Coke sign on the side of a building in Salida, CO
0,Salted fish and meat in claypot rice Fried prawn cake Vegetable
1,entry table decor in antinque Coke bottle crate
0,Vegetable market near Saphan Phut boat station
0,A little girl hangs on to her ice cream as she heads off on her Chicken bus in Antigua, Guatemala.
0,Chicken thighs and drumsticks browned in butter and then slowly simmered in white wine and chicken stock with carrots, celery &amp;amp; onion.
0,A plate lunch with Chicken Long Rice, Lomi-lomi salmon, Kalua pig over lettuce, Poi, and Haupia for dessert
0,Landlord of building leased for Chicken Shack in Matanao.  His hardware store is down the street from cafe.
1,Winter salt and grime on door of Coke truck in La Crosse, Wisconsin.
0,Chicken in a basket at Baghmara market
1,A snazzy neon Coke sign mounted to the wall at Bob McDorman's Chevrolet dealership in Canal Winchester, Ohio.
1,The obligatory Coke sign in South Africa - this one is also celebrating the FIFA world cup in 2010.
8,Chicken looking out of a chicken-shaped cutout in a chicken coop a few blocks from our house
9,A better pic of the Coke bottles near the left field foul pole
0,droplets of water in a Chicken And Hens plant
9,Tea Time in the High Himalayas At the road side Vegetable market Leh !
9,Chicken curry made with chicken pieces, tomatoes, and a jar of fish curry paste I found in the pantry. 02/01/2010.
1,Shelby's bird inching down a pole - she's trying to get to the Coke in Shelby's cup!
0,Two of the first dishes set down. Vegetable + chicken curry and chicken cooked in red wine.
0,Chicken, AK:  Colleen in her special chicken hat
